Section Title,Paragraphs,Lists,Table,Figures
Gamma Decay,"_paragraph_1
 Gamma decay is a unique form of radiation that does not involve balancing forces within the nucleus. Gamma decay occurs when a nucleus drops from an excited state to the ground state. Recall that such a change in energy state will release energy from the nucleus in the form of a photon. The energy associated with the photon emitted is so great that its wavelength is shorter than that of an X-ray. Its nuclear equation is as follows.
_paragraph_2
 Gamma decay
_paragraph_3
 22.37
_paragraph_4
 Figure
_paragraph_5
 22.20
_paragraph_6
 A nucleus undergoes gamma decay. The nucleus drops in energy state, releasing a gamma ray.
_paragraph_7
 Teacher Support
_paragraph_8
 Teacher Support
_paragraph_9
 [OL][AL]To differentiate between the three types of decay, you can have the students construct a large Venn diagram of their radioactive properties. For students struggling with the idea, it may be easier to have them first construct a table of what they know about each type of decay.
_paragraph_10
 [OL]
_paragraph_11
 [AL]
_paragraph_12
 Worked Example
_paragraph_13
 Creating a Decay Equation
_paragraph_14
 Write the complete decay equation in  


Z
A

X


N



Z
A
X

N
  notation for beta decay producing 




137

Ba




137

Ba . Refer to the periodic table for values of Z.
_paragraph_15
 Z
A

X


N



Z
A
X

N
_paragraph_16
 137

Ba




137

Ba
_paragraph_17
 Strategy
_paragraph_18
 Beta decay results in an increase in atomic number. As a result, the original (or parent) nucleus, must have an atomic number of one fewer proton.
_paragraph_19
 The equation for beta decay is as follows
_paragraph_20
 22.38
_paragraph_21
 Considering that barium is the product (or daughter) nucleus and has an atomic number of 56, the original nucleus must be of an atomic number of 55. That corresponds to cesium, or Cs.
_paragraph_22
 22.39
_paragraph_23
 The number of neutrons in the parent cesium and daughter barium can be determined by subtracting the atomic number from the mass number (137 – 55 for cesium, 137 – 56 for barium). Substitute those values for the N and N – 1 subscripts in the above equation.
_paragraph_24
 22.40
_paragraph_25
 The terms parent and daughter nucleus refer to the reactants and products of a nuclear reaction. The terminology is not just used in this example, but in all nuclear reaction examples. The cesium-137 nuclear reaction poses a significant health risk, as its chemistry is similar to that of potassium and sodium, and so it can easily be concentrated in your cells if ingested.
_paragraph_26
 Worked Example
_paragraph_27
 Alpha Decay Energy Found from Nuclear Masses
_paragraph_28
 Find the energy emitted in the  
α
α  decay of 239Pu.
_paragraph_29
 α
α
_paragraph_30
 Strategy
_paragraph_31
 Nuclear reaction energy, such as released in  
α
α  decay, can be found using the equation  

E=m
c
2



E=m
c
2

 . We must first find  

Δm

Δm, the difference in mass between the parent nucleus and the products of the decay.
_paragraph_32
 α
α
_paragraph_33
 E=m
c
2



E=m
c
2
_paragraph_34
 Δm

Δm
_paragraph_35
 The mass of pertinent particles is as follows
_paragraph_36
 239Pu: 239.052157 u
_paragraph_37
 235U: 235.043924 u
_paragraph_38
 4He: 4.002602 u.
_paragraph_39
 The decay equation for 239Pu is
_paragraph_40
 22.41
_paragraph_41
 Determine the amount of mass lost between the parent and daughter nuclei.
_paragraph_42
 22.42
_paragraph_43
 Now we can find E by entering  

Δm

Δm  into the equation.
_paragraph_44
 Δm

Δm
_paragraph_45
 22.43
_paragraph_46
 And knowing that  

1u=931.5meV/
c
2



1u=931.5meV/
c
2

, we can find that
_paragraph_47
 1u=931.5meV/
c
2



1u=931.5meV/
c
2
_paragraph_48
 22.44
_paragraph_49
 The energy released in this  
α
α  decay is in the MeV range, about 106 times as great as typical chemical reaction energies, consistent with previous discussions. Most of the energy becomes kinetic energy of the  
α
α  particle (or 4He nucleus), which moves away at high speed.
_paragraph_50
 α
α
_paragraph_51
 α
α
_paragraph_52
 The energy carried away by the recoil of the 235U nucleus is much smaller, in order to conserve momentum. The 235U nucleus can be left in an excited state to later emit photons ( 
γ
γ  rays). The decay is spontaneous and releases energy, because the products have less mass than the parent nucleus.
_paragraph_53
 γ
γ",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/dda5234f3f54e633d14caffbdb3fc611fac3292d"
22.2 Nuclear Forces and Radioactivity,"_paragraph_1
 The equation for beta decay is as follows
_paragraph_2
 22.38
_paragraph_3
 Considering that barium is the product (or daughter) nucleus and has an atomic number of 56, the original nucleus must be of an atomic number of 55. That corresponds to cesium, or Cs.
_paragraph_4
 22.39
_paragraph_5
 The number of neutrons in the parent cesium and daughter barium can be determined by subtracting the atomic number from the mass number (137 – 55 for cesium, 137 – 56 for barium). Substitute those values for the N and N – 1 subscripts in the above equation.
_paragraph_6
 22.40",,,
Properties of Radiation,"_paragraph_1
 The charges of the three radiated particles differ. Alpha particles, with two protons, carry a net charge of +2. Beta particles, with one electron, carry a net charge of –1. Meanwhile, gamma rays are solely photons, or light, and carry no charge. The difference in charge plays an important role in how the three radiations affect surrounding substances.
_paragraph_2
 Teacher Support
_paragraph_3
 Teacher Support
_paragraph_4
 [OL][AL]Show table 22.3 to students after they read the preceding paragraph. See if they can explain the penetration distances based on charge difference alone.
_paragraph_5
 [OL]
_paragraph_6
 [AL]
_paragraph_7
 [BL]-See if students can come up with a relationship between penetration distance and particle charge. If there were a radiation particle with a charge of –4, what would you expect its penetration distance to be?
_paragraph_8
 [BL]
_paragraph_9
 Alpha particles, being highly charged, will quickly interact with ions in the air and electrons within metals. As a result, they have a short range and short penetrating distance in most materials. Beta particles, being slightly less charged, have a larger range and larger penetrating distance. Gamma rays, on the other hand, have little electric interaction with particles and travel much farther. Two diagrams below show the importance of difference in penetration. Table 22.3 shows the distance of radiation penetration, and Figure 22.21 shows the influence various factors have on radiation penetration distance.
_paragraph_10
 Table
_paragraph_11
 22.3
_paragraph_12
 Comparing Ranges of Radioactive Decay
_paragraph_13
 Figure
_paragraph_14
 22.21
_paragraph_15
 The penetration or range of radiation depends on its energy, the material it encounters, and the type of radiation. (a) Greater energy means greater range. (b) Radiation has a smaller range in materials with high electron density. (c) Alphas have the smallest range, betas have a greater range, and gammas have the greatest range.
_paragraph_16
 Links To Physics
_paragraph_17
 Radiation Detectors
_paragraph_18
 The first direct detection of radiation was Becquerel’s darkened photographic plate. Photographic film is still the most common detector of ionizing radiation, being used routinely in medical and dental X-rays. Nuclear radiation can also be captured on film, as seen in Figure 22.22. The mechanism for film exposure by radiation is similar to that by photons. A quantum of energy from a radioactive particle interacts with the emulsion and alters it chemically, thus exposing the film. Provided the radiation has more than the few eV of energy needed to induce the chemical change, the chemical alteration will occur. The amount of film darkening is related to the type of radiation and amount of exposure. The process is not 100 percent efficient, since not all incident radiation interacts and not all interactions produce the chemical change.
_paragraph_19
 Figure
_paragraph_20
 22.22
_paragraph_21
 Film badges contain film similar to that used in this dental X-ray film. It is sandwiched between various absorbers to determine the penetrating ability of the radiation as well as the amount. Film badges are worn to determine radiation exposure. (credit: Werneuchen, Wikimedia Commons)
_paragraph_22
 Another very common radiation detector is the Geiger tube. The clicking and buzzing sound we hear in dramatizations and documentaries, as well as in our own physics labs, is usually an audio output of events detected by a Geiger counter. These relatively inexpensive radiation detectors are based on the simple and sturdy Geiger tube, shown schematically in Figure 22.23. A conducting cylinder with a wire along its axis is filled with an insulating gas so that a voltage applied between the cylinder and wire produces almost no current. Ionizing radiation passing through the tube produces free ion pairs that are attracted to the wire and cylinder, forming a current that is detected as a count. Not every particle is detected, since some radiation can pass through without producing enough ionization. However, Geiger counters are very useful in producing a prompt output that reveals the existence and relative intensity of ionizing radiation.
_paragraph_23
 Geiger tube
_paragraph_24
 Figure
_paragraph_25
 22.23
_paragraph_26
 (a) Geiger counters such as this one are used for prompt monitoring of radiation levels, generally giving only relative intensity and not identifying the type or energy of the radiation. (credit: Tim Vickers, Wikimedia Commons) (b) Voltage applied between the cylinder and wire in a Geiger tube affects ions and electrons produced by radiation passing through the gas-filled cylinder. Ions move toward the cylinder and electrons toward the wire. The resulting current is detected and registered as a count.
_paragraph_27
 Another radiation detection method records light produced when radiation interacts with materials. The energy of the radiation is sufficient to excite atoms in a material that may fluoresce, such as the phosphor used by Rutherford’s group. Materials called scintillators use a more complex process to convert radiation energy into light. Scintillators may be liquid or solid, and they can be very efficient. Their light output can provide information about the energy, charge, and type of radiation. Scintillator light flashes are very brief in duration, allowing the detection of a huge number of particles in short periods of time. Scintillation detectors are used in a variety of research and diagnostic applications. Among those are the detection of the radiation from distant galaxies using satellite-mounted equipment and the detection of exotic particles in accelerator laboratories.
_paragraph_28
 scintillators
_paragraph_29
 Virtual Physics
_paragraph_30
 Beta Decay
_paragraph_31
 Watch beta decay occur for a collection of nuclei or for an individual nucleus. With this applet, individuals or groups of students can compare half-lives!",,"_table_1
 []
['α\nα  particles', 'A sheet of paper, a few cm of air, fractions of a millimeter of tissue']
['β\nβ  particles', 'A thin aluminum plate, tens of cm of tissue']
['γ\nγ  rays', 'Several cm of lead, meters of concrete']","_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/4790bbe9adea494bb28e035dcf9f65d27d6eb13a
_figure_2
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/6fdd8a06af595a1723ae68e03d452e42d3bb36f1
_figure_3
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/c59ac81045acae026428570fbb3bfce3a3a052d1"
Check Your Understanding,"_paragraph_1
 2
_paragraph_2
 .",,,
22.3 Half Life and Radiometric Dating,"_paragraph_1
 By the end of this section, you will be able to do the following:","_list_1
 Explain radioactive half-life and its role in radiometric dating
Calculate radioactive half-life and solve problems associated with radiometric dating",,
Section Key Terms,,,"_table_1
 ['activity', 'becquerel', 'carbon-14 dating']
['decay constant', 'half-life', 'radioactive dating']",
Half-Life and the Rate of Radioactive Decay,"_paragraph_1
 Unstable nuclei decay. However, some nuclides decay faster than others. For example, radium and polonium, discovered by Marie and Pierre Curie, decay faster than uranium. That means they have shorter lifetimes, producing a greater rate of decay. Here we will explore half-life and activity, the quantitative terms for lifetime and rate of decay.
_paragraph_2
 Why do we use the term like half-life rather than lifetime? The answer can be found by examining Figure 22.24, which shows how the number of radioactive nuclei in a sample decreases with time. The time in which half of the original number of nuclei decay is defined as the half-life,  


t


1
2






t


1
2



 . After one half-life passes, half of the remaining nuclei will decay in the next half-life. Then, half of that amount in turn decays in the following half-life. Therefore, the number of radioactive nuclei decreases from N to N / 2 in one half-life, to N / 4 in the next, to N / 8 in the next, and so on. Nuclear decay is an example of a purely statistical process.
_paragraph_3
 half-life
_paragraph_4
 t


1
2






t


1
2
_paragraph_5
 Tips For Success
_paragraph_6
 A more precise definition of half-life is that each nucleus has a 50 percent chance of surviving for a time equal to one half-life. If an individual nucleus survives through that time, it still has a 50 percent chance of surviving through another half-life. Even if it happens to survive hundreds of half-lives, it still has a 50 percent chance of surviving through one more. Therefore, the decay of a nucleus is like random coin flipping. The chance of heads is 50 percent, no matter what has happened before.
_paragraph_7
 The probability concept aligns with the traditional definition of half-life. Provided the number of nuclei is reasonably large, half of the original nuclei should decay during one half-life period.
_paragraph_8
 Teacher Support
_paragraph_9
 Teacher Support
_paragraph_10
 [BL]Prepare a few other examples of exponential decay so that students understand the concept of half-life. Atmospheric pressure above sea level or temperature difference between objects, for example, both show exponential decay. Show two different rates of decay for the same scenario so that students have another example of activity.
_paragraph_11
 [BL]
_paragraph_12
 Figure
_paragraph_13
 22.24
_paragraph_14
 Radioactive decay reduces the number of radioactive nuclei over time. In one half-life ( 


t


1
2






t


1
2



 ), the number decreases to half of its original value. Half of what remains decays in the next half-life, and half of that in the next, and so on. This is exponential decay, as seen in the graph of the number of nuclei present as a function of time.
_paragraph_15
 The following equation gives the quantitative relationship between the original number of nuclei present at time zero  

(


N
O


)

(


N
O


)  and the number  

(
N
)

(
N
)  at a later time t
_paragraph_16
 (


N
O


)

(


N
O


)
_paragraph_17
 (
N
)

(
N
)
_paragraph_18
 22.45
_paragraph_19
 where e = 2.71828... is the base of the natural logarithm, and  
λ
λ  is the decay constant for the nuclide. The shorter the half-life, the larger is the value of  
λ
λ, and the faster the exponential  


e

−λt




e

−λt

  decreases with time. The decay constant can be found with the equation
_paragraph_20
 λ
λ
_paragraph_21
 decay constant
_paragraph_22
 λ
λ
_paragraph_23
 e

−λt




e

−λt
_paragraph_24
 22.46",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/93eb70d2d2ccc8fb550bdb2fcdc7fa0ed3f2e811"
"Activity, the Rate of Decay","_paragraph_1
 What do we mean when we say a source is highly radioactive? Generally, it means the number of decays per unit time is very high. We define activity R to be the rate of decay expressed in decays per unit time. In equation form, this is
_paragraph_2
 activity
_paragraph_3
 22.47
_paragraph_4
 where  

ΔN

ΔN  is the number of decays that occur in time  

Δt

Δt .
_paragraph_5
 ΔN

ΔN
_paragraph_6
 Δt

Δt
_paragraph_7
 Activity can also be determined through the equation
_paragraph_8
 22.48
_paragraph_9
 which shows that as the amount of radiative material (N) decreases, the rate of decay decreases as well.
_paragraph_10
 The SI unit for activity is one decay per second and it is given the name becquerel (Bq) in honor of the discoverer of radioactivity. That is,
_paragraph_11
 becquerel
_paragraph_12
 1 Bq = 1 decay/second.


1 Bq = 1 decay/second.
_paragraph_13
 1 Bq = 1 decay/second.


1 Bq = 1 decay/second.
_paragraph_14
 Activity R is often expressed in other units, such as decays per minute or decays per year. One of the most common units for activity is the curie (Ci), defined to be the activity of 1 g of 226Ra, in honor of Marie Curie’s work with radium. The definition of the curie is
_paragraph_15
 22.49
_paragraph_16
 or  

3.70×

10

10



3.70×

10

10

  decays per second.
_paragraph_17
 3.70×

10

10



3.70×

10

10",,,
Radiometric Dating,"_paragraph_1
 Teacher Support
_paragraph_2
 Teacher Support
_paragraph_3
 [AL]Show that carbon-14 can create nitrogen-14 when struck by neutrino in the atmosphere.
_paragraph_4
 [AL]
_paragraph_5
 Radioactive dating or radiometric dating is a clever use of naturally occurring radioactivity. Its most familiar application is carbon-14 dating. Carbon-14 is an isotope of carbon that is produced when solar neutrinos strike  




14

N




14

N  particles within the atmosphere. Radioactive carbon has the same chemistry as stable carbon, and so it mixes into the biosphere, where it is consumed and becomes part of every living organism. Carbon-14 has an abundance of 1.3 parts per trillion of normal carbon, so if you know the number of carbon nuclei in an object (perhaps determined by mass and Avogadro’s number), you can multiply that number by  

1.3×

10

−12



1.3×

10

−12

  to find the number of  




14

C




14

C  nuclei within the object. Over time, carbon-14 will naturally decay back to  




14

N




14

N  with a half-life of 5,730 years (note that this is an example of beta decay). When an organism dies, carbon exchange with the environment ceases, and  




14

C




14

C  is not replenished. By comparing the abundance of  




14

C




14

C  in an artifact, such as mummy wrappings, with the normal abundance in living tissue, it is possible to determine the artifact’s age (or time since death). Carbon-14 dating can be used for biological tissues as old as 50 or 60 thousand years, but is most accurate for younger samples, since the abundance of  




14

C




14

C  nuclei in them is greater.
_paragraph_6
 Radioactive dating
_paragraph_7
 carbon-14 dating
_paragraph_8
 14

N




14

N
_paragraph_9
 1.3×

10

−12



1.3×

10

−12
_paragraph_10
 14

C




14

C
_paragraph_11
 14

N




14

N
_paragraph_12
 14

C




14

C
_paragraph_13
 14

C




14

C
_paragraph_14
 14

C




14

C
_paragraph_15
 One of the most famous cases of carbon-14 dating involves the Shroud of Turin, a long piece of fabric purported to be the burial shroud of Jesus (see Figure 22.25). This relic was first displayed in Turin in 1354 and was denounced as a fraud at that time by a French bishop. Its remarkable negative imprint of an apparently crucified body resembles the then-accepted image of Jesus. As a result, the relic has been remained controversial throughout the centuries. Carbon-14 dating was not performed on the shroud until 1988, when the process had been refined to the point where only a small amount of material needed to be destroyed. Samples were tested at three independent laboratories, each being given four pieces of cloth, with only one unidentified piece from the shroud, to avoid prejudice. All three laboratories found samples of the shroud contain 92 percent of the  




14

C




14

C  found in living tissues, allowing the shroud to be dated (see How Old is the Shroud of Turin?).
_paragraph_16
 14

C




14

C
_paragraph_17
 Figure
_paragraph_18
 22.25
_paragraph_19
 Part of the Shroud of Turin, which shows a remarkable negative imprint likeness of Jesus complete with evidence of crucifixion wounds. The shroud first surfaced in the 14th century and was only recently carbon-14 dated. It has not been determined how the image was placed on the material. (credit: Butko, Wikimedia Commons)
_paragraph_20
 Worked Example
_paragraph_21
 Carbon-11 Decay
_paragraph_22
 Carbon-11 has a half-life of 20.334 min. (a) What is the decay constant for carbon-11?
_paragraph_23
 If 1 kg of carbon-11 sample exists at the beginning of an hour, (b) how much material will remain at the end of the hour and (c) what will be the decay activity at that time?
_paragraph_24
 Strategy
_paragraph_25
 Since  


N
O




N
O

  refers to the amount of carbon-11 at the start, then after one half-life, the amount of carbon-11 remaining will be  


N
O

/2.


N
O

/2. The decay constant is equivalent to the probability that a nucleus will decay each second. As a result, the half-life will need to be converted to seconds.
_paragraph_26
 N
O




N
O
_paragraph_27
 N
O

/2.


N
O

/2.
_paragraph_28
 (a)
_paragraph_29
 22.50
_paragraph_30
 Since half of the carbon-11 remains after one half-life,  

N/
N
O

=0.5

N/
N
O

=0.5 .
_paragraph_31
 N/
N
O

=0.5

N/
N
O

=0.5
_paragraph_32
 22.51
_paragraph_33
 Take the natural logarithm of each side to isolate the decay constant.
_paragraph_34
 22.52
_paragraph_35
 Convert the 20.334 min to seconds.
_paragraph_36
 22.53
_paragraph_37
 (b) The amount of material after one hour can be found by using the equation
_paragraph_38
 22.54
_paragraph_39
 with t converted into seconds and NO written as 1,000 g
_paragraph_40
 22.55
_paragraph_41
 (c) The decay activity after one hour can be found by using the equation
_paragraph_42
 22.56
_paragraph_43
 for the mass value after one hour.
_paragraph_44
 22.57
_paragraph_45
 (a) The decay constant shows that 0.0568 percent of the nuclei in a carbon-11 sample will decay each second. Another way of considering the decay constant is that a given carbon-11 nuclei has a 0.0568 percent probability of decaying each second. The decay of carbon-11 allows it to be used in positron emission topography (PET) scans; however, its 20.334 min half-life does pose challenges for its administration.
_paragraph_46
 (b) One hour is nearly three full half-lives of the carbon-11 nucleus. As a result, one would expect the amount of sample remaining to be approximately one eighth of the original amount. The 129.4 g remaining is just a bit larger than one-eighth, which is sensible given a half-life of just over 20 min.
_paragraph_47
 (c) Label analysis shows that the unit of Becquerel is sensible, as there are 0.0735 g of carbon-11 decaying each second. That is smaller amount than at the beginning of the hour, when  

R=(

0.000568

decay
s


)(

1,000g
)=0.568

R=(

0.000568

decay
s


)(

1,000g
)=0.568  g of carbon-11 were decaying each second.
_paragraph_48
 R=(

0.000568

decay
s


)(

1,000g
)=0.568

R=(

0.000568

decay
s


)(

1,000g
)=0.568
_paragraph_49
 Worked Example
_paragraph_50
 How Old is the Shroud of Turin?
_paragraph_51
 Calculate the age of the Shroud of Turin given that the amount of  




14

C




14

C  found in it is 92 percent of that in living tissue.
_paragraph_52
 14

C




14

C
_paragraph_53
 Strategy
_paragraph_54
 Because 92 percent of the  




14

C




14

C  remains,  

N/
N
O

=0.92

N/
N
O

=0.92 . Therefore, the equation  

N=
N
O


e

−λt



N=
N
O


e

−λt

  can be used to find  

λt

λt . We also know that the half-life of  




14

C




14

C  is 5,730 years, and so once  

λt

λt  is known, we can find  
λ
λ  and then find t as requested. Here, we assume that the decrease in  




14

C




14

C  is solely due to nuclear decay.
_paragraph_55
 14

C




14

C
_paragraph_56
 N/
N
O

=0.92

N/
N
O

=0.92
_paragraph_57
 N=
N
O


e

−λt



N=
N
O


e

−λt
_paragraph_58
 λt

λt
_paragraph_59
 14

C




14

C
_paragraph_60
 λt

λt
_paragraph_61
 λ
λ
_paragraph_62
 14

C




14

C
_paragraph_63
 Solving the equation  

N=
N
O


e

−λt



N=
N
O


e

−λt

  for  

N/
N
O



N/
N
O

  gives
_paragraph_64
 N=
N
O


e

−λt



N=
N
O


e

−λt
_paragraph_65
 N/
N
O



N/
N
O
_paragraph_66
 22.58
_paragraph_67
 Thus,
_paragraph_68
 22.59
_paragraph_69
 Taking the natural logarithm of both sides of the equation yields
_paragraph_70
 22.60
_paragraph_71
 so that
_paragraph_72
 22.61
_paragraph_73
 Rearranging to isolate t gives
_paragraph_74
 22.62
_paragraph_75
 Now, the equation  

λ=

0.693


t

1/2






λ=

0.693


t

1/2




  can be used to find  
λ
λ  for  




14

C




14

C . Solving for  
λ
λ  and substituting the known half-life gives
_paragraph_76
 λ=

0.693


t

1/2






λ=

0.693


t

1/2
_paragraph_77
 λ
λ
_paragraph_78
 14

C




14

C
_paragraph_79
 λ
λ
_paragraph_80
 22.63
_paragraph_81
 We enter that value into the previous equation to find t.
_paragraph_82
 22.64
_paragraph_83
 This dates the material in the shroud to 1988–690 = 1300. Our calculation is only accurate to two digits, so that the year is rounded to 1300. The values obtained at the three independent laboratories gave a weighted average date of 1320 ± 60. That uncertainty is typical of carbon-14 dating and is due to the small amount of 14 C in living tissues, the amount of material available, and experimental uncertainties (reduced by having three independent measurements). That said, is it notable that the carbon-14 date is consistent with the first record of the shroud’s existence and certainly inconsistent with the period in which Jesus lived.
_paragraph_84
 There are other noncarbon forms of radioactive dating. Rocks, for example, can sometimes be dated based on the decay of  




238

U.




238

U. The decay series for  




238

U




238

U  ends with  




206

Pb




206

Pb, so the ratio of those nuclides in a rock can be used an indication of how long it has been since the rock solidified. Knowledge of the  




238

U




238

U  half-life has shown, for example, that the oldest rocks on Earth solidified about  

3.5 × 

10

9



3.5 × 

10

9


 years ago.
_paragraph_85
 238

U.




238

U.
_paragraph_86
 238

U




238

U
_paragraph_87
 206

Pb




206

Pb
_paragraph_88
 238

U




238

U
_paragraph_89
 3.5 × 

10

9



3.5 × 

10

9",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/7d1aa33861eca564d6f9e8ca1a7d4840e5a94a61"
22.3 Half Life and Radiometric Dating,"_paragraph_1
 (a)
_paragraph_2
 22.50
_paragraph_3
 Since half of the carbon-11 remains after one half-life,  

N/
N
O

=0.5

N/
N
O

=0.5 .
_paragraph_4
 N/
N
O

=0.5

N/
N
O

=0.5
_paragraph_5
 22.51
_paragraph_6
 Take the natural logarithm of each side to isolate the decay constant.
_paragraph_7
 22.52
_paragraph_8
 Convert the 20.334 min to seconds.
_paragraph_9
 22.53
_paragraph_10
 (b) The amount of material after one hour can be found by using the equation
_paragraph_11
 22.54
_paragraph_12
 with t converted into seconds and NO written as 1,000 g
_paragraph_13
 22.55
_paragraph_14
 (c) The decay activity after one hour can be found by using the equation
_paragraph_15
 22.56
_paragraph_16
 for the mass value after one hour.
_paragraph_17
 22.57",,,
22.4 Nuclear Fission and Fusion,"_paragraph_1
 By the end of this section, you will be able to do the following:","_list_1
 Explain nuclear fission
Explain nuclear fusion
Describe how the processes of fission and fusion work in nuclear weapons and in generating nuclear power",,
Section Key Terms,,,"_table_1
 ['chain reaction', 'critical mass', 'liquid drop model']
['nuclear fission', 'nuclear fusion', 'proton-proton cycle']",
