PAGE,SECTION
Page 77,"7.6 Conservation of Energy . Using values from Table 7.1, how many DNA molecules could be broken by the energy carried by a single electron in the beam of an old-fashioned TV tube? (These electrons were not dangerous in themselves, but they did create dangerous x rays. Later model tube TVs had shielding that absorbed x rays before they escaped and exposed viewers.) . Using energy considerations and assuming negligible air resistance, show that a rock thrown from a bridge 20.0 m above water with an initial speed of 15.0 m/s strikes the water with a speed of 24.8 m/s independent of the direction thrown. 28 . If the energy in fusion bombs were used to supply the energy needs of the world, how many of the 9-megaton variety would be needed for a year’s supply of energy (using data from Table 7.1)? This is not as far-fetched as it may sound—there are thousands of nuclear bombs, and their energy can be trapped in underground explosions and converted to electricity, as natural geothermal energy is. . (a) Use of hydrogen fusion to supply energy is a dream that may be realized in the next century. Fusion would be a relatively clean and almost limitless supply of energy, as can be seen from Table 7.1. To illustrate this, calculate how many years the present energy needs of the world could be supplied by one millionth of the oceans’ hydrogen fusion energy. (b) How does this time compare with historically significant events, such as the duration of stable economic systems?"
Page 77,"7.7 Power . The Crab Nebula (see Figure 7.38) pulsar is the remnant of a supernova that occurred in A.D. 1054. Using data from Table 7.3, calculate the approximate factor by which the power output of this astronomical object has declined since its explosion. Figure 7.38 Crab Nebula (credit: ESO, via Wikimedia Commons) 31 . Suppose a star 1000 times brighter than our Sun (that is, emitting 1000 times the power) suddenly goes supernova. Using data from Table 7.3: (a) By what factor does its power output increase? (b) How many times brighter than our entire Milky Way galaxy is the supernova? (c) Based on your answers, discuss whether it should be possible to observe supernovas in distant galaxies. Note that there are on the order of 10111011 observable galaxies, the average brightness of which is somewhat less than our own galaxy. 10111011 . A person in good physical condition can put out 100 W of useful power for several hours at a stretch, perhaps by pedaling a mechanism that drives an electric generator. Neglecting any problems of generator efficiency and practical considerations such as resting time: (a) How many people would it take to run a 4.00-kW electric clothes dryer? (b) How many people would it take to replace a large electric power plant that generates 800 MW? 33 . What is the cost of operating a 3.00-W electric clock for a year if the cost of electricity is $0.0900 per kW⋅hkW⋅h? kW⋅hkW⋅h . A large household air conditioner may consume 15.0 kW of power. What is the cost of operating this air conditioner 3.00 h per day for 30.0 d if the cost of electricity is $0.110 per kW⋅hkW⋅h? kW⋅hkW⋅h 35 . (a) What is the average power consumption in watts of an appliance that uses 5.00 kW⋅h5.00 kW⋅h of energy per day? (b) How many joules of energy does this appliance consume in a year? 5.00 kW⋅h5.00 kW⋅h . (a) What is the average useful power output of a person who does 6.00×106J6.00×106J of useful work in 8.00 h? (b) Working at this rate, how long will it take this person to lift 2000 kg of bricks 1.50 m to a platform? (Work done to lift his body can be omitted because it is not considered useful output here.) 6.00×106J6.00×106J 37 . A 500-kg dragster accelerates from rest to a final speed of 110 m/s in 400 m (about a quarter of a mile) and encounters an average frictional force of 1200 N. What is its average power output in watts and horsepower if this takes 7.30 s? . (a) How long will it take an 850-kg car with a useful power output of 40.0 hp (1 hp = 746 W) to reach a speed of 15.0 m/s, neglecting friction? (b) How long will this acceleration take if the car also climbs a 3.00-m-high hill in the process? 39 . (a) Find the useful power output of an elevator motor that lifts a 2500-kg load a height of 35.0 m in 12.0 s, if it also increases the speed from rest to 4.00 m/s. Note that the total mass of the counterbalanced system is 10,000 kg—so that only 2500 kg is raised in height, but the full 10,000 kg is accelerated. (b) What does it cost, if electricity is $0.0900 per kW⋅hkW⋅h? kW⋅hkW⋅h . (a) What is the available energy content, in joules, of a battery that operates a 2.00-W electric clock for 18 months? (b) How long can a battery that can supply 8.00×104J8.00×104J run a pocket calculator that consumes energy at the rate of 1.00×10−3 W1.00×10−3 W? 8.00×104J8.00×104J 1.00×10−3 W1.00×10−3 W 41 . (a) How long would it take a 1.50×1051.50×105-kg airplane with engines that produce 100 MW of power to reach a speed of 250 m/s and an altitude of 12.0 km if air resistance were negligible? (b) If it actually takes 900 s, what is the power? (c) Given this power, what is the average force of air resistance if the airplane takes 1200 s? (Hint: You must find the distance the plane travels in 1200 s assuming constant acceleration.) 1.50×1051.50×105 . Calculate the power output needed for a 950-kg car to climb a 2.00º2.00º  slope at a constant 30.0 m/s while encountering wind resistance and friction totaling 600 N. Explicitly show how you follow the steps in the Problem-Solving Strategies for Energy. 2.00º2.00º 43 . (a) Calculate the power per square meter reaching Earth’s upper atmosphere from the Sun. (Take the power output of the Sun to be 4.00×1026 W.)4.00×1026 W.) (b) Part of this is absorbed and reflected by the atmosphere, so that a maximum of 1.30 kW/m21.30 kW/m2 reaches Earth’s surface. Calculate the area in km2km2 of solar energy collectors needed to replace an electric power plant that generates 750 MW if the collectors convert an average of 2.00% of the maximum power into electricity. (This small conversion efficiency is due to the devices themselves, and the fact that the sun is directly overhead only briefly.) With the same assumptions, what area would be needed to meet the United States’ energy needs (1.05×1020 J)?(1.05×1020 J)? Australia’s energy needs (5.4×1018 J)?(5.4×1018 J)? China’s energy needs (6.3×1019 J)?(6.3×1019 J)? (These energy consumption values are from 2006.) 4.00×1026 W.)4.00×1026 W.) 1.30 kW/m21.30 kW/m2 km2km2 (1.05×1020 J)?(1.05×1020 J)? (5.4×1018 J)?(5.4×1018 J)? (6.3×1019 J)?(6.3×1019 J)?"
Page 77,"7.8 Work, Energy, and Power in Humans . (a) How long can you rapidly climb stairs (116/min) on the 93.0 kcal of energy in a 10.0-g pat of butter? (b) How many flights is this if each flight has 16 stairs? 45 . (a) What is the power output in watts and horsepower of a 70.0-kg sprinter who accelerates from rest to 10.0 m/s in 3.00 s? (b) Considering the amount of power generated, do you think a well-trained athlete could do this repetitively for long periods of time? . Calculate the power output in watts and horsepower of a shot-putter who takes 1.20 s to accelerate the 7.27-kg shot from rest to 14.0 m/s, while raising it 0.800 m. (Do not include the power produced to accelerate his body.) Figure 7.39 Shot putter at the Dornoch Highland Gathering in 2007. (credit: John Haslam, Flickr) 47 . (a) What is the efficiency of an out-of-condition person who does 2.10×105 J2.10×105 J of useful work while metabolizing 500 kcal of food energy? (b) How many food calories would a well-conditioned athlete metabolize in doing the same work with an efficiency of 20%? 2.10×105 J2.10×105 J . Energy that is not utilized for work or heat transfer is converted to the chemical energy of body fat containing about 39 kJ/g. How many grams of fat will you gain if you eat 10,000 kJ (about 2500 kcal) one day and do nothing but sit relaxed for 16.0 h and sleep for the other 8.00 h? Use data from Table 7.5 for the energy consumption rates of these activities. 49 . Using data from Table 7.5, calculate the daily energy needs of a person who sleeps for 7.00 h, walks for 2.00 h, attends classes for 4.00 h, cycles for 2.00 h, sits relaxed for 3.00 h, and studies for 6.00 h. (Studying consumes energy at the same rate as sitting in class.) . What is the efficiency of a subject on a treadmill who puts out work at the rate of 100 W while consuming oxygen at the rate of 2.00 L/min? (Hint: See Table 7.5.) 51 . Shoveling snow can be extremely taxing because the arms have such a low efficiency in this activity. Suppose a person shoveling a footpath metabolizes food at the rate of 800 W. (a) What is her useful power output? (b) How long will it take her to lift 3000 kg of snow 1.20 m? (This could be the amount of heavy snow on 20 m of footpath.) (c) How much waste heat transfer in kilojoules will she generate in the process? . Very large forces are produced in joints when a person jumps from some height to the ground. (a) Calculate the magnitude of the force produced if an 80.0-kg person jumps from a 0.600–m-high ledge and lands stiffly, compressing joint material 1.50 cm as a result. (Be certain to include the weight of the person.) (b) In practice the knees bend almost involuntarily to help extend the distance over which you stop. Calculate the magnitude of the force produced if the stopping distance is 0.300 m. (c) Compare both forces with the weight of the person. 53 . Jogging on hard surfaces with insufficiently padded shoes produces large forces in the feet and legs. (a) Calculate the magnitude of the force needed to stop the downward motion of a jogger’s leg, if his leg has a mass of 13.0 kg, a speed of 6.00 m/s, and stops in a distance of 1.50 cm. (Be certain to include the weight of the 75.0-kg jogger’s body.) (b) Compare this force with the weight of the jogger. . (a) Calculate the energy in kJ used by a 55.0-kg person who does 50 deep knee bends in which their center of mass is lowered and raised 0.400 m. (They do work in both directions.) You may assume their efficiency is 20%. (b) What is the average power consumption rate in watts if they do this in 3.00 min? 55 . Kanellos Kanellopoulos flew 119 km from Crete to Santorini, Greece, on April 23, 1988, in the Daedalus 88, an aircraft powered by a bicycle-type drive mechanism (see Figure 7.40). His useful power output for the 234-min trip was about 350 W. Using the efficiency for cycling from Table 7.2, calculate the food energy in kilojoules he metabolized during the flight. Figure 7.40 The Daedalus 88 in flight. (credit: NASA photo by Beasley) . The swimmer shown in Figure 7.41 exerts an average horizontal backward force of 80.0 N with his arm during each 1.80 m long stroke. (a) What is his work output in each stroke? (b) Calculate the power output of his arms if he does 120 strokes per minute. Figure 7.41 57 . Mountain climbers carry bottled oxygen when at very high altitudes. (a) Assuming that a mountain climber uses oxygen at twice the rate for climbing 116 stairs per minute (because of low air temperature and winds), calculate how many liters of oxygen a climber would need for 10.0 h of climbing. (These are liters at sea level.) Note that only 40% of the inhaled oxygen is utilized; the rest is exhaled. (b) How much useful work does the climber do if he and his equipment have a mass of 90.0 kg and he gains 1000 m of altitude? (c) What is his efficiency for the 10.0-h climb? . The awe-inspiring Great Pyramid of Cheops was built more than 4500 years ago. Its square base, originally 230 m on a side, covered 13.1 acres, and it was 146 m high, with a mass of about 7×109kg7×109kg. (The pyramid’s dimensions are slightly different today due to quarrying and some sagging.) Historians estimate that 20,000 workers spent 20 years to construct it, working 12-hour days, 330 days per year. (a) Calculate the gravitational potential energy stored in the pyramid, given its center of mass is at one-fourth its height. (b) Only a fraction of the workers lifted blocks; most were involved in support services such as building ramps (see Figure 7.42), bringing food and water, and hauling blocks to the site. Calculate the efficiency of the workers who did the lifting, assuming there were 1000 of them and they consumed food energy at the rate of 300 kcal/h. What does your answer imply about how much of their work went into block-lifting, versus how much work went into friction and lifting and lowering their own bodies? (c) Calculate the mass of food that had to be supplied each day, assuming that the average worker required 3600 kcal per day and that their diet was 5% protein, 60% carbohydrate, and 35% fat. (These proportions neglect the mass of bulk and nondigestible materials consumed.) 7×109kg7×109kg Figure 7.42 Ancient pyramids were probably constructed using ramps as simple machines. (credit: Franck Monnier, Wikimedia Commons) 59 . (a) How long can you play tennis on the 800 kJ (about 200 kcal) of energy in a candy bar? (b) Does this seem like a long time? Discuss why exercise is necessary but may not be sufficient to cause a person to lose weight."
Page 77,"7.9 World Energy Use . Integrated Concepts Integrated Concepts (a) Calculate the force the woman in Figure 7.43 exerts to do a push-up at constant speed, taking all data to be known to three digits. (b) How much work does she do if her center of mass rises 0.240 m? (c) What is her useful power output if she does 25 push-ups in 1 min? (Should work done lowering her body be included? See the discussion of useful work in Work, Energy, and Power in Humans. Figure 7.43 Forces involved in doing push-ups. The woman’s weight acts as a force exerted downward on her center of gravity (CG). 61 . Integrated Concepts Integrated Concepts A 75.0-kg cross-country skier is climbing a 3.0º3.0º slope at a constant speed of 2.00 m/s and encounters air resistance of 25.0 N. Find his power output for work done against the gravitational force and air resistance. (b) What average force does he exert backward on the snow to accomplish this? (c) If he continues to exert this force and to experience the same air resistance when he reaches a level area, how long will it take him to reach a velocity of 10.0 m/s? 3.0º3.0º . Integrated Concepts Integrated Concepts The 70.0-kg swimmer in Figure 7.41 starts a race with an initial velocity of 1.25 m/s and exerts an average force of 80.0 N backward with his arms during each 1.80 m long stroke. (a) What is his initial acceleration if water resistance is 45.0 N? (b) What is the subsequent average resistance force from the water during the 5.00 s it takes him to reach his top velocity of 2.50 m/s? (c) Discuss whether water resistance seems to increase linearly with velocity. 63 . Integrated Concepts Integrated Concepts A toy gun uses a spring with a force constant of 300 N/m to propel a 10.0-g steel ball. If the spring is compressed 7.00 cm and friction is negligible: (a) How much force is needed to compress the spring? (b) To what maximum height can the ball be shot? (c) At what angles above the horizontal may a child aim to hit a target 3.00 m away at the same height as the gun? (d) What is the gun’s maximum range on level ground? . Integrated Concepts Integrated Concepts (a) What force must be supplied by an elevator cable to produce an acceleration of 0.800 m/s20.800 m/s2 against a 200-N frictional force, if the mass of the loaded elevator is 1500 kg? (b) How much work is done by the cable in lifting the elevator 20.0 m? (c) What is the final speed of the elevator if it starts from rest? (d) How much work went into thermal energy? 0.800 m/s20.800 m/s2 65 . Unreasonable Results Unreasonable Results A car advertisement claims that its 900-kg car accelerated from rest to 30.0 m/s and drove 100 km, gaining 3.00 km in altitude, on 1.0 gal of gasoline. The average force of friction including air resistance was 700 N. Assume all values are known to three significant figures. (a) Calculate the car’s efficiency. (b) What is unreasonable about the result? (c) Which premise is unreasonable, or which premises are inconsistent? . Unreasonable Results Unreasonable Results Body fat is metabolized, supplying 9.30 kcal/g, when dietary intake is less than needed to fuel metabolism. The manufacturers of an exercise bicycle claim that you can metabolize 0.500 kg of fat per day by vigorously exercising for 2.00 h per day on their machine. (a) How many kcal are supplied by the metabolization of 0.500 kg of fat? (b) Calculate the kcal/min that you would have to utilize to metabolize fat at the rate of 0.500 kg in 2.00 h. (c) What is unreasonable about the results? (d) Which premise is unreasonable, or which premises are inconsistent? 67 . Construct Your Own Problem Construct Your Own Problem Consider a person climbing and descending stairs. Construct a problem in which you calculate the long-term rate at which stairs can be climbed considering the mass of the person, his ability to generate power with his legs, and the height of a single stair step. Also consider why the same person can descend stairs at a faster rate for a nearly unlimited time in spite of the fact that very similar forces are exerted going down as going up. (This points to a fundamentally different process for descending versus climbing stairs.) 68 . Construct Your Own Problem Construct Your Own Problem Consider humans generating electricity by pedaling a device similar to a stationary bicycle. Construct a problem in which you determine the number of people it would take to replace a large electrical generation facility. Among the things to consider are the power output that is reasonable using the legs, rest time, and the need for electricity 24 hours per day. Discuss the practical implications of your results. . Integrated Concepts Integrated Concepts A 105-kg basketball player crouches down 0.400 m while waiting to jump. After exerting a force on the floor through this 0.400 m, their feet leave the floor and their center of gravity rises 0.950 m above its normal standing erect position. (a) Using energy considerations, calculate the player's velocity when they leave the floor. (b) What average force did the player exert on the floor? (Do not neglect the force to support their weight as well as that to accelerate them.) (c) What was the player's power output during the acceleration phase? . Critical Thinking Two boxes of the same mass are pressed against pistons that compress and release the boxes on frictionless surfaces. Box A’s piston has a constant force F over a distance x before the box is released while box B starts at zero force and increases linearly to a force of 2F before releasing the box at a distance of 1/2d. (a) Which of these boxes has the greatest speed after releasing from the piston? (b) Based on experimental data for trials similar to box A, an equation that fits the data is suggested for the change in kinetic energy, ΔKEΔKE, which may not be correct: ΔKE=KF1/2x1/2ΔKE=KF1/2x1/2, where K is a constant with appropriate units, F is the applied force, and x is the distance the piston moves in contact with the box. Is this equation consistent with your answer from part a? Explain why or why not. Does this equation make sense? Explain why or why not. (c) If the applied force of the piston is proportional to the distance in contact with the box, graph the work done on the box vs. the distance in contact with the piston and box. Critical Thinking ΔKEΔKE ΔKE=KF1/2x1/2ΔKE=KF1/2x1/2"
Page 79,"By the end of this section, you will be able to:"
Page 79,"The scientific definition of linear momentum is consistent with most people’s intuitive understanding of momentum: a large, fast-moving object has greater momentum than a smaller, slower object. Linear momentum is defined as the product of a system’s mass multiplied by its velocity. In symbols, linear momentum is expressed as Linear momentum 8.1 Momentum is directly proportional to the object’s mass and also its velocity. Thus the greater an object’s mass or the greater its velocity, the greater its momentum. Momentum pp is a vector having the same direction as the velocity vv. The SI unit for momentum is kg·m/skg·m/s. pp vv kg·m/skg·m/s Linear Momentum Linear momentum is defined as the product of a system’s mass multiplied by its velocity: 8.2 Example 8.1 (a) Calculate the momentum of a 110-kg football player running at 8.00 m/s. (b) Compare the player’s momentum with the momentum of a hard-thrown 0.410-kg football that has a speed of 25.0 m/s. No information is given regarding direction, and so we can calculate only the magnitude of the momentum, pp. (As usual, a symbol that is in italics is a magnitude, whereas one that is italicized, boldfaced, and has an arrow is a vector.) In both parts of this example, the magnitude of momentum can be calculated directly from the definition of momentum given in the equation, which becomes pp 8.3 when only magnitudes are considered. To determine the momentum of the player, substitute the known values for the player’s mass and speed into the equation. 8.4 To determine the momentum of the ball, substitute the known values for the ball’s mass and speed into the equation. 8.5 The ratio of the player’s momentum to that of the ball is 8.6 Although the ball has greater velocity, the player has a much greater mass. Thus the momentum of the player is much greater than the momentum of the football, as you might guess. As a result, the player’s motion is only slightly affected if he catches the ball. We shall quantify what happens in such collisions in terms of momentum in later sections."
Page 79,Linear momentum is defined as the product of a system’s mass multiplied by its velocity: 8.2
Page 79,"The importance of momentum, unlike the importance of energy, was recognized early in the development of classical physics. Momentum was deemed so important that it was called the “quantity of motion.” Newton actually stated his second law of motion in terms of momentum: The net external force equals the change in momentum of a system divided by the time over which it changes. Using symbols, this law is second law of motion 8.7 where FnetFnet is the net external force, ΔpΔp is the change in momentum, and ΔtΔt is the change in time. FnetFnet ΔpΔp ΔtΔt Newton’s Second Law of Motion in Terms of Momentum The net external force equals the change in momentum of a system divided by the time over which it changes. 8.8 Making Connections: Force and Momentum Force and momentum are intimately related. Force acting over time can change momentum, and Newton’s second law of motion, can be stated in its most broadly applicable form in terms of momentum. Momentum continues to be a key concept in the study of atomic and subatomic particles in quantum mechanics. This statement of Newton’s second law of motion includes the more familiar Fnet = maFnet = ma as a special case. We can derive this form as follows. First, note that the change in momentum ΔpΔp is given by Fnet = maFnet = ma ΔpΔp 8.9 If the mass of the system is constant, then 8.10 So that for constant mass, Newton’s second law of motion becomes 8.11 Because ΔvΔt=aΔvΔt=a, we get the familiar equation ΔvΔt=aΔvΔt=a 8.12 when the mass of the system is constant. Newton’s second law of motion stated in terms of momentum is more generally applicable because it can be applied to systems where the mass is changing, such as rockets, as well as to systems of constant mass. We will consider systems with varying mass in some detail; however, the relationship between momentum and force remains useful when mass is constant, such as in the following example. Example 8.2 During the 2007 French Open, Venus Williams hit the fastest recorded serve in a premier women’s match, reaching a speed of 58 m/s (209 km/h). What is the average force exerted on the 0.057-kg tennis ball by Venus Williams’ racquet, assuming that the ball’s speed just after impact is 58 m/s, that the initial horizontal component of the velocity before impact is negligible, and that the ball remained in contact with the racquet for 5.0 ms (milliseconds)? This problem involves only one dimension because the ball starts from having no horizontal velocity component before impact. Newton’s second law stated in terms of momentum is then written as 8.13 As noted above, when mass is constant, the change in momentum is given by 8.14 In this example, the velocity just after impact and the change in time are given; thus, once ΔpΔp is calculated, Fnet=ΔpΔtFnet=ΔpΔt can be used to find the force. ΔpΔp Fnet=ΔpΔtFnet=ΔpΔt To determine the change in momentum, substitute the values for the initial and final velocities into the equation above. 8.15 Now the magnitude of the net external force can determined by using Fnet=ΔpΔtFnet=ΔpΔt: Fnet=ΔpΔtFnet=ΔpΔt 8.16 where we have retained only two significant figures in the final step. This quantity was the average force exerted by Venus Williams’ racquet on the tennis ball during its brief impact (note that the ball also experienced the 0.56-N force of gravity, but that force was not due to the racquet). This problem could also be solved by first finding the acceleration and then using Fnet=maFnet=ma, but one additional step would be required compared with the strategy used in this example. Fnet=maFnet=ma"
Page 80,"By the end of this section, you will be able to:"
Page 80,"Change in momentum equals the average net external force multiplied by the time this force acts. 8.18 The quantity FnetΔtFnetΔt is given the name impulse. FnetΔtFnetΔt There are many ways in which an understanding of impulse can save lives, or at least limbs. The dashboard padding in a car, and certainly the airbags, allow the net force on the occupants in the car to act over a much longer time when there is a sudden stop. The momentum change is the same for an occupant, whether an air bag is deployed or not, but the force (to bring the occupant to a stop) will be much less if it acts over a larger time. Cars today have many plastic components. One advantage of plastics is their lighter weight, which results in better gas mileage. Another advantage is that a car will crumple in a collision, especially in the event of a head-on collision. A longer collision time means the force on the car will be less. Deaths during car races decreased dramatically when the rigid frames of racing cars were replaced with parts that could crumple or collapse in the event of an accident. Bones in a body will fracture if the force on them is too large. If you jump onto the floor from a table, the force on your legs can be immense if you land stiff-legged on a hard surface. Rolling on the ground after jumping from the table, or landing with a parachute, extends the time over which the force (on you from the ground) acts."
Page 81,"By the end of this section, you will be able to:"
Page 81,8.32
Page 81,"The conservation of momentum principle not only applies to the macroscopic objects, it is also essential to our explorations of atomic and subatomic particles. Giant machines hurl subatomic particles at one another, and researchers evaluate the results by assuming conservation of momentum (among other things). On the small scale, we find that particles and their properties are invisible to the naked eye but can be measured with our instruments, and models of these subatomic particles can be constructed to describe the results. Momentum is found to be a property of all subatomic particles including massless particles such as photons that compose light. Momentum being a property of particles hints that momentum may have an identity beyond the description of an object’s mass multiplied by the object’s velocity. Indeed, momentum relates to wave properties and plays a fundamental role in what measurements are taken and how we take these measurements. Furthermore, we find that the conservation of momentum principle is valid when considering systems of particles. We use this principle to analyze the masses and other properties of previously undetected particles, such as the nucleus of an atom and the existence of quarks that make up particles of nuclei. Figure 8.5 below illustrates how a particle scattering backward from another implies that its target is massive and dense. Experiments seeking evidence that quarks make up protons (one type of particle that makes up nuclei) scattered high-energy electrons off of protons (nuclei of hydrogen atoms). Electrons occasionally scattered straight backward in a manner that implied a very small and very dense particle makes up the proton—this observation is considered nearly direct evidence of quarks. The analysis was based partly on the same conservation of momentum principle that works so well on the large scale. quarks Figure 8.5 A subatomic particle scatters straight backward from a target particle. In experiments seeking evidence for quarks, electrons were observed to occasionally scatter straight backward from a proton."
Page 82,"By the end of this section, you will be able to:"
Page 82,An elastic collision is one that conserves internal kinetic energy. elastic collision
Page 83,"By the end of this section, you will be able to:"
Page 83,An inelastic collision is one in which the internal kinetic energy changes (it is not conserved).
Page 84,"By the end of this section, you will be able to:"
Page 84,8.62
Page 84,"Some interesting situations arise when the two colliding objects have equal mass and the collision is elastic. This situation is nearly the case with colliding billiard balls, and precisely the case with some subatomic particle collisions. We can thus get a mental image of a collision of subatomic particles by thinking about billiards (or pool). (Refer to Figure 8.10 for masses and angles.) First, an elastic collision conserves internal kinetic energy. Again, let us assume object 2 m2m2 is initially at rest. Then, the internal kinetic energy before and after the collision of two objects that have equal masses is m2m2 8.74 Because the masses are equal, m1=m2=mm1=m2=m. Algebraic manipulation (left to the reader) of conservation of momentum in the xx- and yy-directions can show that m1=m2=mm1=m2=m xx yy 8.75 (Remember that θ2θ2 is negative here.) The two preceding equations can both be true only if θ2θ2 8.76 There are three ways that this term can be zero. They are All three of these ways are familiar occurrences in billiards and pool, although most of us try to avoid the second. If you play enough pool, you will notice that the angle between the balls is very close to 90º90º after the collision, although it will vary from this value if a great deal of spin is placed on the ball. (Large spin carries in extra energy and a quantity called angular momentum, which must also be conserved.) The assumption that the scattering of billiard balls is elastic is reasonable based on the correctness of the three results it produces. This assumption also implies that, to a good approximation, momentum is conserved for the two-ball system in billiards and pool. The problems below explore these and other characteristics of two-dimensional collisions. 90º90º Connections to Nuclear and Particle Physics Two-dimensional collision experiments have revealed much of what we know about subatomic particles, as we shall see in Medical Applications of Nuclear Physics and Particle Physics. Ernest Rutherford, for example, discovered the nature of the atomic nucleus from such experiments."
Page 85,"By the end of this section, you will be able to:"
Page 85,"Hold a balloon and fill it with air. Then, let the balloon go. In which direction does the air come out of the balloon and in which direction does the balloon get propelled? If you fill the balloon with water and then let the balloon go, does the balloon’s direction change? Explain your answer."
Page 87,8.1 Linear Momentum and Force
Page 87,8.2 Impulse
Page 87,8.3 Conservation of Momentum
Page 87,8.4 Elastic Collisions in One Dimension
Page 87,8.5 Inelastic Collisions in One Dimension
Page 87,8.6 Collisions of Point Masses in Two Dimensions
Page 87,8.7 Introduction to Rocket Propulsion
Page 88,"8.1 Linear Momentum and Force 1 . An object that has a small mass and an object that has a large mass have the same momentum. Which object has the largest kinetic energy? 2 . An object that has a small mass and an object that has a large mass have the same kinetic energy. Which mass has the largest momentum? 3 . Professional Application Professional Application Football coaches advise players to block, hit, and tackle with their feet on the ground rather than by leaping through the air. Using the concepts of momentum, work, and energy, explain how a football player can be more effective with his feet on the ground. 4 . How can a small force impart the same momentum to an object as a large force?"
Page 88,1 . An object that has a small mass and an object that has a large mass have the same momentum. Which object has the largest kinetic energy?
Page 88,"8.2 Impulse 5 . Professional Application Professional Application Explain in terms of impulse how padding reduces forces in a collision. State this in terms of a real example, such as the advantages of a carpeted vs. tile floor for a day care center. 6 . While jumping on a trampoline, sometimes you land on your back and other times on your feet. In which case can you reach a greater height and why? 7 . Professional Application Professional Application Tennis racquets have “sweet spots.” If the ball hits a sweet spot then the player's arm is not jarred as much as it would be otherwise. Explain why this is the case."
Page 88,"8.3 Conservation of Momentum 8 . Professional Application Professional Application If you dive into water, you reach greater depths than if you do a belly flop. Explain this difference in depth using the concept of conservation of energy. Explain this difference in depth using what you have learned in this chapter. 9 . Under what circumstances is momentum conserved? 10 . Can momentum be conserved for a system if there are external forces acting on the system? If so, under what conditions? If not, why not? 11 . Momentum for a system can be conserved in one direction while not being conserved in another. What is the angle between the directions? Give an example. 12 . Professional Application Professional Application Explain in terms of momentum and Newton’s laws how a car’s air resistance is due in part to the fact that it pushes air in its direction of motion. 13 . Can objects in a system have momentum while the momentum of the system is zero? Explain your answer. 14 . Must the total energy of a system be conserved whenever its momentum is conserved? Explain why or why not."
Page 88,8.4 Elastic Collisions in One Dimension 15 . What is an elastic collision?
Page 88,"8.5 Inelastic Collisions in One Dimension 16 . What is an inelastic collision? What is a perfectly inelastic collision? 17 . Mixed-pair ice skaters performing in a show are standing motionless at arms length just before starting a routine. They reach out, clasp hands, and pull themselves together by only using their arms. Assuming there is no friction between the blades of their skates and the ice, what is their velocity after their bodies meet? 18 . A small pickup truck that has a camper shell slowly coasts toward a red light with negligible friction. Two dogs in the back of the truck are moving and making various inelastic collisions with each other and the walls. What is the effect of the dogs on the motion of the center of mass of the system (truck plus entire load)? What is their effect on the motion of the truck?"
Page 88,"8.6 Collisions of Point Masses in Two Dimensions 19 . Figure 8.14 shows a cube at rest and a small object heading toward it. (a) Describe the directions (angle θ1θ1) at which the small object can emerge after colliding elastically with the cube. How does θ1θ1 depend on bb, the so-called impact parameter? Ignore any effects that might be due to rotation after the collision, and assume that the cube is much more massive than the small object. (b) Answer the same questions if the small object instead collides with a massive sphere. θ1θ1 θ1θ1 bb Figure 8.14 A small object approaches a collision with a much more massive cube, after which its velocity has the direction θ1θ1. The angles at which the small object can be scattered are determined by the shape of the object it strikes and the impact parameter bb."
Page 88,"8.7 Introduction to Rocket Propulsion 20 . Professional Application Professional Application Suppose a fireworks shell explodes, breaking into three large pieces for which air resistance is negligible. How is the motion of the center of mass affected by the explosion? How would it be affected if the pieces experienced significantly more air resistance than the intact shell? 21 . Professional Application Professional Application During a visit to the International Space Station, an astronaut was positioned motionless in the center of the station, out of reach of any solid object on which he could exert a force. Suggest a method by which he could move himself away from this position, and explain the physics involved. 22 . Professional Application Professional Application It is possible for the velocity of a rocket to be greater than the exhaust velocity of the gases it ejects. When that is the case, the gas velocity and gas momentum are in the same direction as that of the rocket. How is the rocket still able to obtain thrust by ejecting the gases?"
