Section Title,Paragraphs,Lists,Table,Figures
Solution,"_paragraph_1
 Can you explain the attraction of water to the charged rod in the figure below?
_paragraph_2
 Figure
_paragraph_3
 18.15
_paragraph_4
 Solution
_paragraph_5
 Water molecules are polarized, giving them slightly positive and slightly negative sides. This makes water even more susceptible to a charged rod’s attraction. In addition, tap water contains dissolved ions (positive and negative charges). As the water flows downward, due to the force of gravity, the charged conductor exerts a net attraction to the opposite charges in the stream of water, pulling it closer.",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/5c3aefea7437f208a9a5d1f203806c2686c2f0b8"
Solution,"_paragraph_1
 Solution
_paragraph_2
 Water molecules are polarized, giving them slightly positive and slightly negative sides. This makes water even more susceptible to a charged rod’s attraction. In addition, tap water contains dissolved ions (positive and negative charges). As the water flows downward, due to the force of gravity, the charged conductor exerts a net attraction to the opposite charges in the stream of water, pulling it closer.",,,
Learning Objectives,"_paragraph_1
 By the end of this section, you will be able to:","_list_1
 List the three properties of a conductor in electrostatic equilibrium.
Explain the effect of an electric field on free charges in a conductor.
Explain why no electric field may exist inside a conductor.
Describe the electric field surrounding Earth.
Explain what happens to an electric field applied to an irregular conductor.
Describe how a lightning rod works.
Explain how a metal car may protect passengers inside from the dangerous electric fields caused by a downed line touching the car.",,
18.3 Conductors and Electric Fields in Static Equilibrium,"_paragraph_1
 Excess charges placed on a spherical conductor repel and move until they are evenly distributed, as shown in Figure 18.18. Excess charge is forced to the surface until the field inside the conductor is zero. Outside the conductor, the field is exactly the same as if the conductor were replaced by a point charge at its center equal to the excess charge.
_paragraph_2
 Figure
_paragraph_3
 18.18
_paragraph_4
 The mutual repulsion of excess positive charges on a spherical conductor distributes them uniformly on its surface. The resulting electric field is perpendicular to the surface and zero inside. Outside the conductor, the field is identical to that of a point charge at the center equal to the excess charge.",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/46a5869ea585ca5a92ebf2692aadaa45511dfdcf"
Earth’s Electric Field,"_paragraph_1
 A near uniform electric field of approximately 150 N/C, directed downward, surrounds Earth, with the magnitude increasing slightly as we get closer to the surface. What causes the electric field? At around 100 km above the surface of Earth we have a layer of charged particles, called the ionosphere. The ionosphere is responsible for a range of phenomena including the electric field surrounding Earth. In fair weather the ionosphere is positive and the Earth largely negative, maintaining the electric field (Figure 18.20(a)).
_paragraph_2
 ionosphere
_paragraph_3
 In storm conditions clouds form and localized electric fields can be larger and reversed in direction (Figure 18.20(b)). The exact charge distributions depend on the local conditions, and variations of Figure 18.20(b) are possible.
_paragraph_4
 If the electric field is sufficiently large, the insulating properties of the surrounding material break down and it becomes conducting. For air this occurs at around 3×1063×106 N/C. Air ionizes ions and electrons recombine, and we get discharge in the form of lightning sparks and corona discharge.
_paragraph_5
 3×1063×106
_paragraph_6
 Figure
_paragraph_7
 18.20
_paragraph_8
 Earth’s electric field. (a) Fair weather field. Earth and the ionosphere (a layer of charged particles) are both conductors. They produce a uniform electric field of about 150 N/C. (credit: D. H. Parks) (b) Storm fields. In the presence of storm clouds, the local electric fields can be larger. At very high fields, the insulating properties of the air break down and lightning can occur. (credit: Jan-Joost Verhoef)",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/3f2c32b9b48d402db80d99571ee30d37f3dc806c"
Electric Fields on Uneven Surfaces,"_paragraph_1
 So far we have considered excess charges on a smooth, symmetrical conductor surface. What happens if a conductor has sharp corners or is pointed? Excess charges on a nonuniform conductor become concentrated at the sharpest points. Additionally, excess charge may move on or off the conductor at the sharpest points.
_paragraph_2
 To see how and why this happens, consider the charged conductor in Figure 18.21. The electrostatic repulsion of like charges is most effective in moving them apart on the flattest surface, and so they become least concentrated there. This is because the forces between identical pairs of charges at either end of the conductor are identical, but the components of the forces parallel to the surfaces are different. The component parallel to the surface is greatest on the flattest surface and, hence, more effective in moving the charge.
_paragraph_3
 The same effect is produced on a conductor by an externally applied electric field, as seen in Figure 18.21 (c). Since the field lines must be perpendicular to the surface, more of them are concentrated on the most curved parts.
_paragraph_4
 Figure
_paragraph_5
 18.21
_paragraph_6
 Excess charge on a nonuniform conductor becomes most concentrated at the location of greatest curvature. (a) The forces between identical pairs of charges at either end of the conductor are identical, but the components of the forces parallel to the surface are different. It is F∥F∥ that moves the charges apart once they have reached the surface. (b) F∥F∥ is smallest at the more pointed end, the charges are left closer together, producing the electric field shown. (c) An uncharged conductor in an originally uniform electric field is polarized, with the most concentrated charge at its most pointed end.",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/8b7c04966bad440162297537f08912158b572065"
Applications of Conductors,"_paragraph_1
 On a very sharply curved surface, such as shown in Figure 18.22, the charges are so concentrated at the point that the resulting electric field can be great enough to remove them from the surface. This can be useful.
_paragraph_2
 Lightning rods work best when they are most pointed. The large charges created in storm clouds induce an opposite charge on a building that can result in a lightning bolt hitting the building. The induced charge is bled away continually by a lightning rod, preventing the more dramatic lightning strike.
_paragraph_3
 Of course, we sometimes wish to prevent the transfer of charge rather than to facilitate it. In that case, the conductor should be very smooth and have as large a radius of curvature as possible. (See Figure 18.23.) Smooth surfaces are used on high-voltage transmission lines, for example, to avoid leakage of charge into the air.
_paragraph_4
 Another device that makes use of some of these principles is a Faraday cage. This is a metal shield that encloses a volume. All electrical charges will reside on the outside surface of this shield, and there will be no electrical field inside. A Faraday cage is used to prohibit stray electrical fields in the environment from interfering with sensitive measurements, such as the electrical signals inside a nerve cell.
_paragraph_5
 Faraday cage
_paragraph_6
 During electrical storms if you are driving a car, it is best to stay inside the car as its metal body acts as a Faraday cage with zero electrical field inside. If in the vicinity of a lightning strike, its effect is felt on the outside of the car and the inside is unaffected, provided you remain totally inside. This is also true if an active (“hot”) electrical wire was broken (in a storm or an accident) and fell on your car.
_paragraph_7
 Figure
_paragraph_8
 18.22
_paragraph_9
 A very pointed conductor has a large charge concentration at the point. The electric field is very strong at the point and can exert a force large enough to transfer charge on or off the conductor. Lightning rods are used to prevent the buildup of large excess charges on structures and, thus, are pointed.
_paragraph_10
 Figure
_paragraph_11
 18.23
_paragraph_12
 (a) A lightning rod is pointed to facilitate the transfer of charge. (credit: Romaine, Wikimedia Commons) (b) This Van de Graaff generator has a smooth surface with a large radius of curvature to prevent the transfer of charge and allow a large voltage to be generated. The mutual repulsion of like charges is evident in the person’s hair while touching the metal sphere. (credit: Jon ‘ShakataGaNai’ Davis/Wikimedia Commons).",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/49dc3853d86afc55e21fc9480a0f354de3902b55
_figure_2
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/ea7956aef7bd40a92f8b9d2458cd7d665a210934"
Learning Objectives,"_paragraph_1
 By the end of this section, you will be able to:","_list_1
 State Coulomb’s law in terms of how the electrostatic force changes with the distance between two objects.
Calculate the electrostatic force between two charged point forces, such as electrons or protons.
Compare the electrostatic force to the gravitational attraction for a proton and an electron; for a human and the Earth.",,
18.4 Coulomb’s Law,"_paragraph_1
 18.3
_paragraph_2
 Coulomb’s law calculates the magnitude of the force FF between two point charges,

q1q1 and

q2q2, separated by a distance rr. In SI units, the constant kk is equal to
_paragraph_3
 FF
_paragraph_4
 q1q1
_paragraph_5
 q2q2
_paragraph_6
 rr
_paragraph_7
 kk
_paragraph_8
 18.4
_paragraph_9
 The electrostatic force is a vector quantity and is expressed in units of newtons. The force is understood to be along the line joining the two charges. (See Figure 18.25.)",,,
Learning Objectives,"_paragraph_1
 By the end of this section, you will be able to:","_list_1
 Describe a force field and calculate the strength of an electric field due to a point charge.
Calculate the force exerted on a test charge by an electric field.
Explain the relationship between electrical force (F) on a test charge and electrical field strength (E).",,
Concept of a Field,"_paragraph_1
 A field is a way of conceptualizing and mapping the force that surrounds any object and acts on another object at a distance without apparent physical connection. For example, the gravitational field surrounding the earth (and all other masses) represents the gravitational force that would be experienced if another mass were placed at a given point within the field.
_paragraph_2
 In the same way, the Coulomb force field surrounding any charge extends throughout space. Using Coulomb’s law, F=k|q1q2|/r2F=k|q1q2|/r2, its magnitude is given by the equation

F=k|qQ|/r2F=k|qQ|/r2, for a point charge (a particle having a charge QQ) acting on a test charge qq at a distance rr (see Figure 18.26). Both the magnitude and direction of the Coulomb force field depend on QQ and the test charge qq.
_paragraph_3
 F=k|q1q2|/r2F=k|q1q2|/r2
_paragraph_4
 F=k|qQ|/r2F=k|qQ|/r2
_paragraph_5
 point charge
_paragraph_6
 QQ
_paragraph_7
 test charge
_paragraph_8
 qq
_paragraph_9
 rr
_paragraph_10
 QQ
_paragraph_11
 qq
_paragraph_12
 Figure
_paragraph_13
 18.26
_paragraph_14
 The Coulomb force field due to a positive charge QQ is shown acting on two different charges. Both charges are the same distance from QQ. (a) Since q1q1 is positive, the force F1F1 acting on it is repulsive. (b) The charge q2q2 is negative and greater in magnitude than q1q1, and so the force F2F2 acting on it is attractive and stronger than F1F1. The Coulomb force field is thus not unique at any point in space, because it depends on the test charges q1q1 and q2q2 as well as the charge QQ.
_paragraph_15
 To simplify things, we would prefer to have a field that depends only on QQ and not on the test charge qq. The electric field is defined in such a manner that it represents only the charge creating it and is unique at every point in space. Specifically, the electric field EE is defined to be the ratio of the Coulomb force to the test charge:
_paragraph_16
 QQ
_paragraph_17
 qq
_paragraph_18
 EE
_paragraph_19
 18.11
_paragraph_20
 where FF is the electrostatic force (or Coulomb force) exerted on a positive test charge
qq. It is understood that
EE is in the same direction as
FF. It is also assumed that qq is so small that it does not alter the charge distribution creating the electric field. The units of electric field are newtons per coulomb (N/C). If the electric field is known, then the electrostatic force on any charge qq is simply obtained by multiplying charge times electric field, or 



F
=
q
E






F
=
q
E


. Consider the electric field due to a point charge QQ. According to Coulomb’s law, the force it exerts on a test charge

qq is

F=k|qQ|/r2F=k|qQ|/r2. Thus the magnitude of the electric field,
EE, for a point charge is
_paragraph_21
 FF
_paragraph_22
 qq
_paragraph_23
 EE
_paragraph_24
 FF
_paragraph_25
 qq
_paragraph_26
 qq
_paragraph_27
 F
=
q
E






F
=
q
E
_paragraph_28
 QQ
_paragraph_29
 qq
_paragraph_30
 F=k|qQ|/r2F=k|qQ|/r2
_paragraph_31
 EE
_paragraph_32
 18.12
_paragraph_33
 Since the test charge cancels, we see that
_paragraph_34
 18.13
_paragraph_35
 The electric field is thus seen to depend only on the charge QQ and the distance rr; it is completely independent of the test charge qq.
_paragraph_36
 QQ
_paragraph_37
 rr
_paragraph_38
 qq
_paragraph_39
 Example
_paragraph_40
 18.2
_paragraph_41
 Calculate the strength and direction of the electric field EE due to a point charge of 2.00 nC (nano-Coulombs) at a distance of 5.00 mm from the charge.
_paragraph_42
 EE
_paragraph_43
 We can find the electric field created by a point charge by using the equation E=kQ/r2E=kQ/r2.
_paragraph_44
 E=kQ/r2E=kQ/r2
_paragraph_45
 Here Q=2.00×10−9Q=2.00×10−9 C and r=5.00×10−3r=5.00×10−3 m. Entering those values into the above equation gives
_paragraph_46
 Q=2.00×10−9Q=2.00×10−9
_paragraph_47
 r=5.00×10−3r=5.00×10−3
_paragraph_48
 18.14
_paragraph_49
 This electric field strength is the same at any point 5.00 mm away from the charge QQ that creates the field. It is positive, meaning that it has a direction pointing away from the charge QQ.
_paragraph_50
 electric field strength
_paragraph_51
 QQ
_paragraph_52
 QQ
_paragraph_53
 Example
_paragraph_54
 18.3
_paragraph_55
 What force does the electric field found in the previous example exert on a point charge of –0.250μC–0.250μC?
_paragraph_56
 –0.250μC–0.250μC
_paragraph_57
 Since we know the electric field strength and the charge in the field, the force on that charge can be calculated using the definition of electric field E=F/qE=F/q rearranged to F=qEF=qE.
_paragraph_58
 E=F/qE=F/q
_paragraph_59
 F=qEF=qE
_paragraph_60
 The magnitude of the force on a charge q=−0.250μCq=−0.250μC exerted by a field of strength E=7.20×105E=7.20×105 N/C is thus,
_paragraph_61
 q=−0.250μCq=−0.250μC
_paragraph_62
 E=7.20×105E=7.20×105
_paragraph_63
 18.15
_paragraph_64
 Because  qq is negative, the force is directed opposite to the direction of the field.
_paragraph_65
 qq
_paragraph_66
 The force is attractive, as expected for unlike charges. (The field was created by a positive charge and here acts on a negative charge.) The charges in this example are typical of common static electricity, and the modest attractive force obtained is similar to forces experienced in static cling and similar situations.",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/d73db66df6e9ce4af625a9d5c38b113d15e25b24"
Calculating the Electric Field of a Point Charge,"_paragraph_1
 Calculate the strength and direction of the electric field EE due to a point charge of 2.00 nC (nano-Coulombs) at a distance of 5.00 mm from the charge.
_paragraph_2
 EE
_paragraph_3
 We can find the electric field created by a point charge by using the equation E=kQ/r2E=kQ/r2.
_paragraph_4
 E=kQ/r2E=kQ/r2
_paragraph_5
 Here Q=2.00×10−9Q=2.00×10−9 C and r=5.00×10−3r=5.00×10−3 m. Entering those values into the above equation gives
_paragraph_6
 Q=2.00×10−9Q=2.00×10−9
_paragraph_7
 r=5.00×10−3r=5.00×10−3
_paragraph_8
 18.14
_paragraph_9
 This electric field strength is the same at any point 5.00 mm away from the charge QQ that creates the field. It is positive, meaning that it has a direction pointing away from the charge QQ.
_paragraph_10
 electric field strength
_paragraph_11
 QQ
_paragraph_12
 QQ",,,
Learning Objectives,"_paragraph_1
 By the end of this section, you will be able to:","_list_1
 Calculate the total force (magnitude and direction) exerted on a test charge from more than one charge
Describe an electric field diagram of a positive point charge; of a negative point charge with twice the magnitude of positive charge
Draw the electric field lines between two points of the same charge; between two points of opposite charge.",,
Adding Electric Fields,"_paragraph_1
 Find the magnitude and direction of the total electric field due to the two point charges, q1q1 and q2q2, at the origin of the coordinate system as shown in Figure 18.29.
_paragraph_2
 q1q1
_paragraph_3
 q2q2
_paragraph_4
 Figure
_paragraph_5
 18.29
_paragraph_6
 The electric fields E1E1 and E2E2 at the origin O add to EtotEtot.
_paragraph_7
 Since the electric field is a vector (having magnitude and direction), we add electric fields with the same vector techniques used for other types of vectors. We first must find the electric field due to each charge at the point of interest, which is the origin of the coordinate system (O) in this instance. We pretend that there is a positive test charge, qq, at point O, which allows us to determine the direction of the fields E1E1 and E2E2. Once those fields are found, the total field can be determined using vector addition.
_paragraph_8
 qq
_paragraph_9
 E1E1
_paragraph_10
 E2E2
_paragraph_11
 vector addition
_paragraph_12
 The electric field strength at the origin due to q1q1 is labeled E1E1 and is calculated:
_paragraph_13
 q1q1
_paragraph_14
 E1E1
_paragraph_15
 18.16
_paragraph_16
 Similarly, E2E2 is
_paragraph_17
 E2E2
_paragraph_18
 18.17
_paragraph_19
 Four digits have been retained in this solution to illustrate that E1E1 is exactly twice the magnitude of E2E2. Now arrows are drawn to represent the magnitudes and directions of E1E1 and E2E2. (See Figure 18.29.) The direction of the electric field is that of the force on a positive charge so both arrows point directly away from the positive charges that create them. The arrow for E1E1 is exactly twice the length of that for E2E2. The arrows form a right triangle in this case and can be added using the Pythagorean theorem. The magnitude of the total field EtotEtot is
_paragraph_20
 E1E1
_paragraph_21
 E2E2
_paragraph_22
 E1E1
_paragraph_23
 E2E2
_paragraph_24
 E1E1
_paragraph_25
 E2E2
_paragraph_26
 EtotEtot
_paragraph_27
 18.18
_paragraph_28
 The direction is
_paragraph_29
 18.19
_paragraph_30
 or 63.4º63.4º above the x-axis.
_paragraph_31
 63.4º63.4º
_paragraph_32
 In cases where the electric field vectors to be added are not perpendicular, vector components or graphical techniques can be used. The total electric field found in this example is the total electric field at only one point in space. To find the total electric field due to these two charges over an entire region, the same technique must be repeated for each point in the region. This impossibly lengthy task (there are an infinite number of points in space) can be avoided by calculating the total field at representative points and using some of the unifying features noted next.",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/c73a798f9f327b8eecb49ae2f9133effab4f4937"
Learning Objectives,"_paragraph_1
 By the end of this section, you will be able to:","_list_1
 Describe how a water molecule is polar.
Explain electrostatic screening by a water molecule within a living cell.",,
Polarity of Water Molecules,"_paragraph_1
 The best example of this charge screening is the water molecule, represented as H2OH2O. Water is a strongly polar molecule. Its 10 electrons (8 from the oxygen atom and 2 from the two hydrogen atoms) tend to remain closer to the oxygen nucleus than the hydrogen nuclei. This creates two centers of equal and opposite charges—what is called a dipole, as illustrated in Figure 18.33. The magnitude of the dipole is called the dipole moment.
_paragraph_2
 H2OH2O
_paragraph_3
 polar molecule
_paragraph_4
 dipole
_paragraph_5
 These two centers of charge will terminate some of the electric field lines coming from a free charge, as on a DNA molecule. This results in a reduction in the strength of the Coulomb interaction. One might say that screening makes the Coulomb force a short range force rather than long range.
_paragraph_6
 Coulomb interaction
_paragraph_7
 Other ions of importance in biology that can reduce or screen Coulomb interactions are Na+,Na+, and K+,K+, and Cl–Cl–. These ions are located both inside and outside of living cells. The movement of these ions through cell membranes is crucial to the motion of nerve impulses through nerve axons.
_paragraph_8
 Na+,Na+,
_paragraph_9
 K+,K+,
_paragraph_10
 Cl–Cl–
_paragraph_11
 Recent studies of electrostatics in biology seem to show that electric fields in cells can be extended over larger distances, in spite of screening, by “microtubules” within the cell. These microtubules are hollow tubes composed of proteins that guide the movement of chromosomes when cells divide, the motion of other organisms within the cell, and provide mechanisms for motion of some cells (as motors).
_paragraph_12
 Figure
_paragraph_13
 18.33
_paragraph_14
 This schematic shows water (H2OH2O) as a polar molecule. Unequal sharing of electrons between the oxygen (O) and hydrogen (H) atoms leads to a net separation of positive and negative charge—forming a dipole. The symbols δ−δ− and δ+δ+ indicate that the oxygen side of the H2OH2O molecule tends to be more negative, while the hydrogen ends tend to be more positive. This leads to an attraction of opposite charges between molecules.
_paragraph_15
 You are likely familiar with the role of electrical signals in nerve conduction and the importance of charges in cardiac and related activity. Changes in electrical properties are also essential in core biological processes. Ernest Everett Just, whose expertise in understanding and handling egg cells led to a number of critical experimental discoveries, investigated the role of the cell membrane in reproductive fertilization. In one key experiment, Just established that the egg membrane undergoes a depolarizing ""wave of negativity"" the moment it fuses with a sperm cell. This change in charge is now known as the ""fast block"" that ensures that only one sperm cell fuses with an egg cell and is critical for embryonic development.
_paragraph_16
 Just as electrical forces drive activities in healthy cells and systems, they are also critical in damaged ones. Scientists have long known that injuries or infections are managed by the body through various responses, including increased white blood cell concentrations, swelling, and tissue repair. For example, human cells damaged by wounds heal through a complex process. But what triggers it?
_paragraph_17
 Physicists and biologists working together at Vanderbilt University used an ultra-precise laser to uncover the processes organisms use to repair damage. Lead researchers Andrea Page-Degraw and Shane Hutson and study author Erica Shannon discovered that immediately upon damage, cells release calcium ions and eventually other molecules, driving an electrochemical response that initiates the healing process. Shannon notes that different types of damage lead to different chemical releases, demonstrating how organisms may initiate specific responses to best address the injury.
_paragraph_18
 While far more research is required to understand the triggering and response method, other research indicates that bioelectricity is highly involved in wound healing. Several studies have indicated that precise and low-level electrical stimulation of wounds (such as those from surgeries) leads to faster healing. While the mechanisms are not fully understood, electrical stimulation is a growing area of research and practice in medicine.",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/be533b3816a00f7526b27e92033436e0996391db"
Cell Membranes,"_paragraph_1
 Other ions of importance in biology that can reduce or screen Coulomb interactions are Na+,Na+, and K+,K+, and Cl–Cl–. These ions are located both inside and outside of living cells. The movement of these ions through cell membranes is crucial to the motion of nerve impulses through nerve axons.
_paragraph_2
 Na+,Na+,
_paragraph_3
 K+,K+,
_paragraph_4
 Cl–Cl–
_paragraph_5
 Recent studies of electrostatics in biology seem to show that electric fields in cells can be extended over larger distances, in spite of screening, by “microtubules” within the cell. These microtubules are hollow tubes composed of proteins that guide the movement of chromosomes when cells divide, the motion of other organisms within the cell, and provide mechanisms for motion of some cells (as motors).
_paragraph_6
 Figure
_paragraph_7
 18.33
_paragraph_8
 This schematic shows water (H2OH2O) as a polar molecule. Unequal sharing of electrons between the oxygen (O) and hydrogen (H) atoms leads to a net separation of positive and negative charge—forming a dipole. The symbols δ−δ− and δ+δ+ indicate that the oxygen side of the H2OH2O molecule tends to be more negative, while the hydrogen ends tend to be more positive. This leads to an attraction of opposite charges between molecules.
_paragraph_9
 You are likely familiar with the role of electrical signals in nerve conduction and the importance of charges in cardiac and related activity. Changes in electrical properties are also essential in core biological processes. Ernest Everett Just, whose expertise in understanding and handling egg cells led to a number of critical experimental discoveries, investigated the role of the cell membrane in reproductive fertilization. In one key experiment, Just established that the egg membrane undergoes a depolarizing ""wave of negativity"" the moment it fuses with a sperm cell. This change in charge is now known as the ""fast block"" that ensures that only one sperm cell fuses with an egg cell and is critical for embryonic development.",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/be533b3816a00f7526b27e92033436e0996391db"
Bioelectricity and Wound Healing,"_paragraph_1
 Just as electrical forces drive activities in healthy cells and systems, they are also critical in damaged ones. Scientists have long known that injuries or infections are managed by the body through various responses, including increased white blood cell concentrations, swelling, and tissue repair. For example, human cells damaged by wounds heal through a complex process. But what triggers it?
_paragraph_2
 Physicists and biologists working together at Vanderbilt University used an ultra-precise laser to uncover the processes organisms use to repair damage. Lead researchers Andrea Page-Degraw and Shane Hutson and study author Erica Shannon discovered that immediately upon damage, cells release calcium ions and eventually other molecules, driving an electrochemical response that initiates the healing process. Shannon notes that different types of damage lead to different chemical releases, demonstrating how organisms may initiate specific responses to best address the injury.
_paragraph_3
 While far more research is required to understand the triggering and response method, other research indicates that bioelectricity is highly involved in wound healing. Several studies have indicated that precise and low-level electrical stimulation of wounds (such as those from surgeries) leads to faster healing. While the mechanisms are not fully understood, electrical stimulation is a growing area of research and practice in medicine.",,,
Learning Objectives,"_paragraph_1
 By the end of this section, you will be able to:",,,
The Van de Graaff Generator,"_paragraph_1
 Van de Graaff generators (or Van de Graaffs) are not only spectacular devices used to demonstrate high voltage due to static electricity—they are also used for serious research. The first was built by Robert Van de Graaff in 1931 (based on original suggestions by Lord Kelvin) for use in nuclear physics research. Figure 18.34 shows a schematic of a large research version. Van de Graaffs utilize both smooth and pointed surfaces, and conductors and insulators to generate large static charges and, hence, large voltages.
_paragraph_2
 Van de Graaff generators
_paragraph_3
 A very large excess charge can be deposited on the sphere, because it moves quickly to the outer surface. Practical limits arise because the large electric fields polarize and eventually ionize surrounding materials, creating free charges that neutralize excess charge or allow it to escape. Nevertheless, voltages of 15 million volts are well within practical limits.
_paragraph_4
 Figure
_paragraph_5
 18.34
_paragraph_6
 Schematic of Van de Graaff generator. A battery (A) supplies excess positive charge to a pointed conductor, the points of which spray the charge onto a moving insulating belt near the bottom. The pointed conductor (B) on top in the large sphere picks up the charge. (The induced electric field at the points is so large that it removes the charge from the belt.) This can be done because the charge does not remain inside the conducting sphere but moves to its outside surface. An ion source inside the sphere produces positive ions, which are accelerated away from the positive sphere to high velocities.
_paragraph_7
 Take-Home Experiment: Electrostatics and Humidity
_paragraph_8
 Rub a comb through your hair and use it to lift pieces of paper. It may help to tear the pieces of paper rather than cut them neatly. Repeat the exercise in your bathroom after you have had a long shower and the air in the bathroom is moist. Is it easier to get electrostatic effects in dry or moist air? Why would torn paper be more attractive to the comb than cut paper? Explain your observations.",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/712c69d51cc9ba64d5356f02657e4bde803dad6a"
18.8 Applications of Electrostatics,"_paragraph_1
 Rub a comb through your hair and use it to lift pieces of paper. It may help to tear the pieces of paper rather than cut them neatly. Repeat the exercise in your bathroom after you have had a long shower and the air in the bathroom is moist. Is it easier to get electrostatic effects in dry or moist air? Why would torn paper be more attractive to the comb than cut paper? Explain your observations.",,,
Xerography,"_paragraph_1
 Most copy machines use an electrostatic process called xerography—a word coined from the Greek words xeros for dry and graphos for writing. The heart of the process is shown in simplified form in Figure 18.35.
_paragraph_2
 xerography
_paragraph_3
 A selenium-coated aluminum drum is sprayed with positive charge from points on a device called a corotron. Selenium is a substance with an interesting property—it is a photoconductor. That is, selenium is an insulator when in the dark and a conductor when exposed to light.
_paragraph_4
 photoconductor
_paragraph_5
 In the first stage of the xerography process, the conducting aluminum drum is grounded so that a negative charge is induced under the thin layer of uniformly positively charged selenium. In the second stage, the surface of the drum is exposed to the image of whatever is to be copied. Where the image is light, the selenium becomes conducting, and the positive charge is neutralized. In dark areas, the positive charge remains, and so the image has been transferred to the drum.
_paragraph_6
 grounded
_paragraph_7
 The third stage takes a dry black powder, called toner, and sprays it with a negative charge so that it will be attracted to the positive regions of the drum. Next, a blank piece of paper is given a greater positive charge than on the drum so that it will pull the toner from the drum. Finally, the paper and electrostatically held toner are passed through heated pressure rollers, which melt and permanently adhere the toner within the fibers of the paper.
_paragraph_8
 Figure
_paragraph_9
 18.35
_paragraph_10
 Xerography is a dry copying process based on electrostatics. The major steps in the process are the charging of the photoconducting drum, transfer of an image creating a positive charge duplicate, attraction of toner to the charged parts of the drum, and transfer of toner to the paper. Not shown are heat treatment of the paper and cleansing of the drum for the next copy.",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/a2cec793e95c1b52ea07479c1e361532cb60532f"
Laser Printers,"_paragraph_1
 Laser printers use the xerographic process to make high-quality images on paper, employing a laser to produce an image on the photoconducting drum as shown in Figure 18.36. In its most common application, the laser printer receives output from a computer, and it can achieve high-quality output because of the precision with which laser light can be controlled. Many laser printers do significant information processing, such as making sophisticated letters or fonts, and may contain a computer more powerful than the one giving them the raw data to be printed.
_paragraph_2
 Laser printers
_paragraph_3
 Figure
_paragraph_4
 18.36
_paragraph_5
 In a laser printer, a laser beam is scanned across a photoconducting drum, leaving a positive charge image. The other steps for charging the drum and transferring the image to paper are the same as in xerography. Laser light can be very precisely controlled, enabling laser printers to produce high-quality images.",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/44c49534be47acce4c169ffbe76522673120c7a9"
Ink Jet Printers and Electrostatic Painting,"_paragraph_1
 The ink jet printer, commonly used to print computer-generated text and graphics, also employs electrostatics. A nozzle makes a fine spray of tiny ink droplets, which are then given an electrostatic charge. (See Figure 18.37.)
_paragraph_2
 ink jet printer
_paragraph_3
 Once charged, the droplets can be directed, using pairs of charged plates, with great precision to form letters and images on paper. Ink jet printers can produce color images by using a black jet and three other jets with primary colors, usually cyan, magenta, and yellow, much as a color television produces color. (This is more difficult with xerography, requiring multiple drums and toners.)
_paragraph_4
 Figure
_paragraph_5
 18.37
_paragraph_6
 The nozzle of an ink-jet printer produces small ink droplets, which are sprayed with electrostatic charge. Various computer-driven devices are then used to direct the droplets to the correct positions on a page.
_paragraph_7
 Electrostatic painting employs electrostatic charge to spray paint onto odd-shaped surfaces. Mutual repulsion of like charges causes the paint to fly away from its source. Surface tension forms drops, which are then attracted by unlike charges to the surface to be painted. Electrostatic painting can reach those hard-to-get at places, applying an even coat in a controlled manner. If the object is a conductor, the electric field is perpendicular to the surface, tending to bring the drops in perpendicularly. Corners and points on conductors will receive extra paint. Felt can similarly be applied.",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/e900f975363186d8817b9f5fa6de6b8fb047cc51"
